ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
22,Houston,U.S. Men's Clay Court Championships,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Darderi L.,Giron M.,72.0,51.0,781.0,990.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.15,1.79,2.15,1.8,2.03,1.76
22,Houston,U.S. Men's Clay Court Championships,2024-04-06,ATP250,Outdoor,Clay,Quarterfinals,3,Tiafoe F.,Thompson J.,21.0,33.0,1770.0,1195.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.46,2.95,1.47,2.95,1.44,2.76
22,Houston,U.S. Men's Clay Court Championships,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Shelton B.,Etcheverry T.,16.0,30.0,2260.0,1310.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.73,2.34,1.68,2.34,1.75,2.16,1.68
22,Houston,U.S. Men's Clay Court Championships,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Tiafoe F.,Darderi L.,21.0,72.0,1770.0,781.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.91,1.91,2.0,1.91,2.0,1.99,1.91,1.87
22,Houston,U.S. Men's Clay Court Championships,2024-04-07,ATP250,Outdoor,Clay,The Final,3,Shelton B.,Tiafoe F.,16.0,21.0,2260.0,1770.0,7.0,5.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.85,2.07,1.91,2.1,1.8,2.0
23,Marrakech,Grand Prix Hassan II,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Van Assche L.,73.0,94.0,770.0,641.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.04,1.83,2.04,1.83,1.99,1.8
23,Marrakech,Grand Prix Hassan II,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Kotov P.,Benchetrit E.,68.0,661.0,807.0,48.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.24,1.29,4.24,1.24,3.89
23,Marrakech,Grand Prix Hassan II,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Navone M.,Dougaz A.,60.0,235.0,883.0,261.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.26,4.25,1.29,4.25,1.26,3.77
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Vukic A.,Muller A.,67.0,86.0,818.0,694.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.36,1.65,2.4,1.65,2.28,1.61
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Nagal S.,Moutet C.,95.0,99.0,633.0,612.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.38,1.57,2.33,1.67,2.5,1.68,2.3,1.6
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Cobolli F.,Shelbayh A.,63.0,230.0,865.0,265.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.33,3.63,1.35,3.63,1.31,3.38
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Shevchenko A.,135.0,56.0,470.0,934.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.61,2.46,1.62,2.6,1.56,2.41
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Fognini F.,Gaston H.,100.0,89.0,599.0,662.0,6.0,7.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.73,2.1,1.8,2.11,1.82,2.12,1.76,2.04
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Moreno De Alboran N.,Diaz Acosta F.,157.0,55.0,413.0,943.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.4,2.86,1.47,3.0,1.48,2.82,1.42
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Wawrinka S.,Ramos-Vinolas A.,82.0,103.0,717.0,590.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.43,3.05,1.47,3.05,1.42,2.83
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Gigante M.,64.0,145.0,856.0,450.0,6.0,2.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.44,2.75,1.44,2.97,1.46,2.97,1.43,2.77
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Goffin D.,Rinderknech A.,102.0,81.0,594.0,723.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.76,2.18,1.76,2.25,1.71,2.11
23,Marrakech,Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Sonego L.,Nagal S.,61.0,95.0,875.0,633.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.5,1.58,2.5,1.58,2.6,1.54,2.44
23,Marrakech,Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Kotov P.,Cobolli F.,68.0,63.0,807.0,865.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.66,1.52,2.75,1.53,2.55,1.5
23,Marrakech,Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Berrettini M.,Munar J.,135.0,73.0,470.0,770.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.46,2.86,1.46,3.0,1.41,2.84
23,Marrakech,Grand Prix Hassan II,2024-04-03,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,Djere L.,100.0,34.0,599.0,1185.0,7.0,6.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.5,1.53,2.66,1.52,2.66,1.54,2.54,1.51
23,Marrakech,Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Evans D.,64.0,42.0,856.0,1086.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.49,2.79,1.57,2.82,1.5,2.56
23,Marrakech,Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Moreno De Alboran N.,Goffin D.,157.0,102.0,413.0,594.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.62,1.54,2.75,1.6,2.47,1.53
23,Marrakech,Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Navone M.,Wawrinka S.,60.0,82.0,883.0,717.0,3.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,2.1,1.73,1.99,1.89,2.12,1.89,2.01,1.79
23,Marrakech,Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Vukic A.,Ofner S.,67.0,47.0,818.0,1056.0,7.0,6.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.67,2.27,1.7,2.27,1.7,2.19,1.66
23,Marrakech,Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Carballes Baena R.,Moreno De Alboran N.,64.0,157.0,856.0,413.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.63,1.58,2.56,1.58,2.63,1.52,2.51
23,Marrakech,Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Kotov P.,Fognini F.,68.0,100.0,807.0,599.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.77,2.18,1.78,2.18,1.73,2.09
23,Marrakech,Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Berrettini M.,Sonego L.,135.0,61.0,470.0,875.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.51,2.75,1.54,2.75,1.48,2.61
23,Marrakech,Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Navone M.,Vukic A.,60.0,67.0,883.0,818.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.88,1.5,2.88,1.45,2.71
23,Marrakech,Grand Prix Hassan II,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Carballes Baena R.,Kotov P.,64.0,68.0,856.0,807.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.83,2.09,1.83,2.09,1.79,2.0
23,Marrakech,Grand Prix Hassan II,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Berrettini M.,Navone M.,135.0,60.0,470.0,883.0,6.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.4,3.0,1.42,3.11,1.45,3.11,1.4,2.9
23,Marrakech,Grand Prix Hassan II,2024-04-07,ATP250,Outdoor,Clay,The Final,3,Berrettini M.,Carballes Baena R.,135.0,64.0,470.0,856.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.38,3.35,1.4,3.35,1.36,3.11
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Baez S.,25.0,19.0,1493.0,1955.0,1.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.75,1.44,2.9,1.46,2.9,1.5,2.73,1.45
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Griekspoor T.,Koepfer D.,26.0,54.0,1475.0,938.0,7.0,6.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,1.77,2.15,1.78,2.25,1.71,2.13
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Bublik A.,33.0,18.0,1204.0,1992.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.59,2.5,1.59,3.1,1.54,2.46
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Musetti L.,Fritz T.,24.0,13.0,1590.0,2765.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.9,1.99,1.94,1.99,1.88,1.91
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Ofner S.,Evans D.,44.0,50.0,1056.0,996.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.81,2.1,1.83,2.1,1.78,2.03
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Auger-Aliassime F.,Nardi L.,35.0,76.0,1150.0,748.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.68,2.31,1.68,2.33,1.63,2.26
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,Moutet C.,46.0,101.0,1047.0,612.0,3.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,2.1,1.73,2.09,1.81,2.15,1.81,2.06,1.75
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Nagal S.,Arnaldi M.,93.0,38.0,656.0,1121.0,5.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.44,2.97,1.44,2.97,1.46,2.84,1.42
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Cerundolo F.,Altmaier D.,22.0,52.0,1715.0,955.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.68,2.3,1.73,2.4,1.64,2.24
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Dimitrov G.,Vacherot V.,9.0,138.0,3540.0,464.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.08,10.26,1.09,10.26,1.07,8.34
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Tsitsipas S.,Djere L.,12.0,34.0,3175.0,1185.0,6.0,3.0,3.0,2.0,,,,,,,1.0,0.0,Retired,1.29,3.75,1.34,3.5,1.34,3.75,1.31,3.44
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Tabilo A.,O Connell C.,45.0,62.0,1051.0,886.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.58,2.52,1.6,2.75,1.55,2.44
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Fils A.,Hanfmann Y.,36.0,61.0,1145.0,888.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.44,2.93,1.44,11.13,1.39,3.28
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,Norrie C.,17.0,30.0,2005.0,1290.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.7,2.26,1.74,2.26,1.69,2.15
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Safiullin R.,Munar J.,41.0,72.0,1089.0,775.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.43,1.62,2.43,1.67,2.3,1.61
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Humbert U.,Coria F.,15.0,89.0,2425.0,687.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.2,1.45,2.95,1.45,3.2,1.39,2.94
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Zhang Zh.,Giron M.,49.0,48.0,1005.0,1030.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.73,2.1,1.72,2.23,1.75,2.23,1.7,2.13
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,De Minaur A.,Wawrinka S.,11.0,79.0,3355.0,742.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.44,2.99,1.44,3.1,1.41,2.88
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Diaz Acosta F.,90.0,53.0,668.0,943.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.91,1.98,1.91,2.1,1.82,1.97
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Korda S.,Davidovich Fokina A.,27.0,29.0,1445.0,1395.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.09,1.82,2.3,1.84,2.03,1.77
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Hurkacz H.,Draper J.,8.0,39.0,3665.0,1101.0,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.67,2.2,1.66,2.34,1.67,2.46,1.64,2.25
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Kecmanovic M.,Berrettini M.,66.0,84.0,855.0,720.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.25,1.39,3.25,1.4,3.05,1.37
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Etcheverry T.,Jarry N.,31.0,21.0,1260.0,1755.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.33,1.67,2.45,1.67,2.3,1.61
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Monfils G.,Vukic A.,40.0,65.0,1092.0,856.0,6.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.1,7.0,1.11,8.31,1.33,3.9,1.29,3.72
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Safiullin R.,1.0,41.0,9725.0,1089.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.81,1.17,5.81,1.15,5.31
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Ofner S.,5.0,44.0,5415.0,1056.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.11,8.31,1.12,8.31,1.1,7.03
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Struff J.L.,Coric B.,25.0,33.0,1493.0,1204.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.95,1.95,1.95,1.96,1.89,1.89
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Musetti L.,Fils A.,24.0,36.0,1590.0,1145.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.45,2.97,1.5,2.97,1.45,2.74
24,Monte Carlo,Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Popyrin A.,Rublev A.,46.0,6.0,1047.0,4890.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.18,1.27,4.2,1.3,3.89,1.25
24,Monte Carlo,Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Sonego L.,Auger-Aliassime F.,57.0,35.0,915.0,1150.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.7,1.53,2.7,1.53,2.59,1.49
24,Monte Carlo,Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,De Minaur A.,Griekspoor T.,11.0,26.0,3355.0,1475.0,2.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.51,2.75,1.53,2.89,1.45,2.72
24,Monte Carlo,Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Cerundolo F.,17.0,22.0,2005.0,1715.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.67,2.2,1.69,2.31,1.73,2.35,1.66,2.2
24,Monte Carlo,Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Sinner J.,Korda S.,2.0,27.0,8710.0,1445.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.14,6.71,1.15,6.71,1.13,5.87
24,Monte Carlo,Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Humbert U.,Zhang Zh.,15.0,49.0,2425.0,1005.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.5,2.79,1.5,3.0,1.44,2.78
24,Monte Carlo,Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Etcheverry T.,12.0,31.0,3175.0,1260.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.4,3.2,1.4,3.2,1.37,3.06
24,Monte Carlo,Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,Bautista Agut R.,8.0,90.0,3665.0,668.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.49,2.84,1.49,2.84,1.45,2.71
24,Monte Carlo,Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Monfils G.,4.0,40.0,7165.0,1092.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.36,3.48,1.38,3.48,1.34,3.21
24,Monte Carlo,Monte Carlo Masters,2024-04-10,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Tabilo A.,10.0,45.0,3465.0,1051.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.27,4.22,1.29,4.23,1.25,3.9
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Kecmanovic M.,9.0,66.0,3540.0,855.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.3,3.95,1.34,3.95,1.3,3.49
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,2nd Round,3,Rune H.,Nagal S.,7.0,93.0,3795.0,656.0,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,4.0,1.26,4.3,1.27,4.6,1.24,4.04
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,De Minaur A.,Popyrin A.,11.0,46.0,3355.0,1047.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.55,2.65,1.55,2.78,1.48,2.61
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,Medvedev D.,17.0,4.0,2005.0,7165.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.08,1.43,3.08,1.43,2.93,1.4
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Zverev A.,12.0,5.0,3175.0,5415.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.2,1.76,2.2,1.85,2.01,1.79
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Musetti L.,1.0,24.0,9725.0,1590.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.22,4.88,1.22,4.88,1.2,4.51
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Rune H.,Dimitrov G.,7.0,9.0,3795.0,3540.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.67,2.36,1.65,2.36,1.71,2.17,1.67
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Sinner J.,Struff J.L.,2.0,25.0,8710.0,1493.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.07,11.34,1.09,11.34,1.06,8.74
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Ruud C.,Hurkacz H.,10.0,8.0,3465.0,3665.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.88,1.48,2.88,1.44,2.75
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Humbert U.,Sonego L.,15.0,57.0,2425.0,915.0,5.0,7.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,1.5,2.63,1.52,2.53,1.58,2.73,1.52,2.51
24,Monte Carlo,Monte Carlo Masters,2024-04-12,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tsitsipas S.,Khachanov K.,12.0,17.0,3175.0,2005.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,2.97,1.45,3.0,1.41,2.86
24,Monte Carlo,Monte Carlo Masters,2024-04-12,Masters 1000,Outdoor,Clay,Quarterfinals,3,Sinner J.,Rune H.,2.0,7.0,8710.0,3795.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.11,6.5,1.15,6.48,1.16,6.75,1.13,5.77
24,Monte Carlo,Monte Carlo Masters,2024-04-12,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,De Minaur A.,1.0,11.0,9725.0,3355.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.27,4.2,1.29,4.34,1.24,4.04
24,Monte Carlo,Monte Carlo Masters,2024-04-12,Masters 1000,Outdoor,Clay,Quarterfinals,3,Ruud C.,Humbert U.,10.0,15.0,3465.0,2425.0,6.0,3.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.3,3.5,1.33,3.64,1.33,3.64,1.31,3.43
24,Monte Carlo,Monte Carlo Masters,2024-04-13,Masters 1000,Outdoor,Clay,Semifinals,3,Tsitsipas S.,Sinner J.,12.0,2.0,3175.0,8710.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.75,1.29,3.99,1.29,3.99,1.31,3.62,1.28
24,Monte Carlo,Monte Carlo Masters,2024-04-13,Masters 1000,Outdoor,Clay,Semifinals,3,Ruud C.,Djokovic N.,10.0,1.0,3465.0,9725.0,6.0,4.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,3.1,1.43,3.19,1.44,2.9,1.41
24,Monte Carlo,Monte Carlo Masters,2024-04-14,Masters 1000,Outdoor,Clay,The Final,3,Tsitsipas S.,Ruud C.,12.0,10.0,3175.0,3465.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.76,2.2,1.78,2.25,1.69,2.16
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Nakashima B.,Evans D.,87.0,49.0,695.0,996.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.51,2.75,1.53,2.8,1.48,2.65
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Rincon D.,53.0,216.0,958.0,283.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.35,3.49,1.35,3.9,1.31,3.41
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Bautista Agut R.,Safiullin R.,84.0,38.0,703.0,1139.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.76,2.17,1.76,2.3,1.67,2.21
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Arnaldi M.,Cazaux A.,40.0,75.0,1121.0,748.0,5.0,5.0,,,,,,,,,0.0,0.0,Retired,1.33,3.4,1.34,3.54,1.36,3.68,1.33,3.3
